name,url,state
UCO Bank - Daman,https://www.google.com/maps/place/UCO+Bank+-+Daman/data=!4m7!3m6!1s0x3be0d13af579b621:0xe05b9172f4f950ac!8m2!3d20.4205893!4d72.8394985!16s%2Fg%2F11r_sh_1nc!19sChIJIbZ59TrR4DsRrFD59HKRW-A?authuser=0&hl=en&rclk=1,Dadra and Nagar Haveli and Daman and Diu
UCO Bank,https://www.google.com/maps/place/UCO+Bank/data=!4m7!3m6!1s0x3be31cde8f36f50f:0x9d1faba393e0de2a!8m2!3d20.7175415!4d70.9819284!16s%2Fg%2F11byflm63n!19sChIJD_U2j94c4zsRKt7gk6OrH50?authuser=0&hl=en&rclk=1,Dadra and Nagar Haveli and Daman and Diu
UCO Bank - Vapi Branch,https://www.google.com/maps/place/UCO+Bank+-+Vapi+Branch/data=!4m7!3m6!1s0x3be0ce343e02e5c9:0x133ac36ddd2e1bc8!8m2!3d20.3738839!4d72.9180125!16s%2Fg%2F1q64py5qq!19sChIJyeUCPjTO4DsRyBsu3W3DOhM?authuser=0&hl=en&rclk=1,Dadra and Nagar Haveli and Daman and Diu
