name,url,state
UCO Bank - Chumukedima Branch,https://www.google.com/maps/place/UCO+Bank+-+Chumukedima+Branch/data=!4m7!3m6!1s0x37460886bbe9001b:0x6e28a604288bab6a!8m2!3d25.8099615!4d93.7883285!16s%2Fg%2F11clwkrjqv!19sChIJGwDpu4YIRjcRaquLKASmKG4?authuser=0&hl=en&rclk=1,Nagaland
UCO Bank,https://www.google.com/maps/place/UCO+Bank/data=!4m7!3m6!1s0x3745e18d3bc130db:0x2fb2b4739fbf7337!8m2!3d25.9091963!4d93.7223002!16s%2Fg%2F11gb4010ms!19sChIJ2zDBO43hRTcRN3O_n3O0si8?authuser=0&hl=en&rclk=1,Nagaland
UCO Bank Diphupar Branch,https://www.google.com/maps/place/UCO+Bank+Diphupar+Branch/data=!4m7!3m6!1s0x374609bea45f977b:0xdf57c31d06fe96cd!8m2!3d25.8695197!4d93.7684339!16s%2Fg%2F1hjh792_6!19sChIJe5dfpL4JRjcRzZb-Bh3DV98?authuser=0&hl=en&rclk=1,Nagaland
