name,url,state
"UCO Bank, Thuampui","https://www.google.com/maps/place/UCO+Bank,+Thuampui/data=!4m7!3m6!1s0x374dead5f2df805b:0x9a154ca4bf660329!8m2!3d23.7437221!4d92.7386196!16s%2Fg%2F11fxz7npwx!19sChIJW4Df8tXqTTcRKQNmv6RMFZo?authuser=0&hl=en&rclk=1",Mizoram
UCO Bank,https://www.google.com/maps/place/UCO+Bank/data=!4m7!3m6!1s0x374d94b6124e1b43:0x86bf1f0846da4b25!8m2!3d23.7326728!4d92.7172381!16s%2Fg%2F125_xd2m2!19sChIJQxtOEraUTTcRJUvaRggfv4Y?authuser=0&hl=en&rclk=1,Mizoram
UCO Bank,https://www.google.com/maps/place/UCO+Bank/data=!4m7!3m6!1s0x374e15684dfbf809:0x521077ce60a111e5!8m2!3d24.484738!4d92.7562255!16s%2Fg%2F11fx9_08ns!19sChIJCfj7TWgVTjcR5RGhYM53EFI?authuser=0&hl=en&rclk=1,Mizoram
